"","Gene Symbol","Representative miRNA"
"143311","ADAM28","hsa-miR-6740-3p"
"143312","ADAM28","hsa-miR-6830-3p"
"143313","ADAM28","hsa-miR-1257"
"143314","ADAM28","hsa-miR-4316"
"143315","ADAM28","hsa-miR-1294"
"143316","ADAM28","hsa-miR-1227-3p"
"143317","ADAM28","hsa-miR-3190-3p"
"143318","ADAM28","hsa-miR-7847-3p"
"143319","ADAM28","hsa-miR-4648"
"143320","ADAM28","hsa-miR-6778-5p"
"143321","ADAM28","hsa-miR-4654"
"143322","ADAM28","hsa-miR-4417"
"143323","ADAM28","hsa-miR-491-5p"
"143324","ADAM28","hsa-miR-3151-5p"
"143325","ADAM28","hsa-miR-4447"
"143326","ADAM28","hsa-miR-6742-5p"
"143327","ADAM28","hsa-miR-6748-5p"
"143328","ADAM28","hsa-miR-6793-5p"
"143329","ADAM28","hsa-miR-3657"
"143330","ADAM28","hsa-miR-4669"
"143331","ADAM28","hsa-miR-4711-3p"
"143332","ADAM28","hsa-miR-3911"
"143333","ADAM28","hsa-miR-569"
"143334","ADAM28","hsa-miR-1258"
"143335","ADAM28","hsa-miR-642b-5p"
"143336","ADAM28","hsa-miR-4326"
"143337","ADAM28","hsa-miR-2117"
"143338","ADAM28","hsa-miR-2116-5p"
"143339","ADAM28","hsa-miR-22-5p"
"143340","ADAM28","hsa-miR-4684-3p"
"143341","ADAM28","hsa-miR-4423-5p"
"143342","ADAM28","hsa-miR-4425"
"143343","ADAM28","hsa-miR-3147"
"143344","ADAM28","hsa-miR-3613-5p"
"143345","ADAM28","hsa-miR-8068"
"143346","ADAM28","hsa-miR-2052"
"143347","ADAM28","hsa-miR-19a-5p"
"143348","ADAM28","hsa-miR-9-3p"
"143349","ADAM28","hsa-miR-3143"
"143350","ADAM28","hsa-miR-4764-3p"
"143351","ADAM28","hsa-miR-633"
"143352","ADAM28","hsa-miR-889-3p"
"143353","ADAM28","hsa-miR-4775"
"143354","ADAM28","hsa-miR-466"
"143355","ADAM28","hsa-miR-582-5p"
"143356","ADAM28","hsa-miR-5591-3p"
"143357","ADAM28","hsa-miR-4788"
"143358","ADAM28","hsa-miR-4693-5p"
"143359","ADAM28","hsa-miR-3682-5p"
"143360","ADAM28","hsa-miR-877-5p"
"143361","ADAM28","hsa-miR-6866-5p"
"143362","ADAM28","hsa-miR-376a-5p"
"143363","ADAM28","hsa-miR-4766-3p"
"143364","ADAM28","hsa-miR-4662a-5p"
"143365","ADAM28","hsa-miR-5579-3p"
"143366","ADAM28","hsa-miR-3117-3p"
"143367","ADAM28","hsa-miR-5704"
"143368","ADAM28","hsa-miR-6800-5p"
"143369","ADAM28","hsa-miR-6802-5p"
"143370","ADAM28","hsa-miR-4474-5p"
"143371","ADAM28","hsa-miR-3606-5p"
"143372","ADAM28","hsa-miR-921"
"143373","ADAM28","hsa-miR-340-5p"
"143374","ADAM28","hsa-miR-374b-5p"
"143375","ADAM28","hsa-let-7f-1-3p"
"143376","ADAM28","hsa-miR-4789-5p"
"143377","ADAM28","hsa-let-7f-2-3p"
"143378","ADAM28","hsa-miR-3144-3p"
"143379","ADAM28","hsa-miR-190a-3p"
"143380","ADAM28","hsa-miR-361-5p"
"143381","ADAM28","hsa-miR-584-5p"
"143382","ADAM28","hsa-miR-4477a"
"143383","ADAM28","hsa-miR-5701"
"143384","ADAM28","hsa-miR-3671"
"143385","ADAM28","hsa-miR-561-5p"
"143386","ADAM28","hsa-miR-513b-5p"
"143387","ADAM28","hsa-miR-513a-5p"
"143388","ADAM28","hsa-miR-6802-3p"
"143389","ADAM28","hsa-miR-181b-2-3p"
"143390","ADAM28","hsa-miR-653-3p"
"143391","ADAM28","hsa-miR-5100"
"143392","ADAM28","hsa-miR-3157-5p"
"143393","ADAM28","hsa-miR-3127-5p"
"143394","ADAM28","hsa-miR-4276"
"143395","ADAM28","hsa-miR-485-3p"
"143396","ADAM28","hsa-miR-376b-3p"
"143397","ADAM28","hsa-miR-5007-3p"
"143398","ADAM28","hsa-miR-452-3p"
"143399","ADAM28","hsa-miR-7154-5p"
"143400","ADAM28","hsa-miR-433-3p"
"143401","ADAM28","hsa-miR-5696"
"143402","ADAM28","hsa-miR-579-3p"
"143403","ADAM28","hsa-miR-525-5p"
"143404","ADAM28","hsa-miR-5581-3p"
"143405","ADAM28","hsa-miR-670-5p"
"143406","ADAM28","hsa-miR-623"
"143407","ADAM28","hsa-miR-5571-3p"
"143408","ADAM28","hsa-miR-7975"
"143409","ADAM28","hsa-miR-337-3p"
"143410","ADAM28","hsa-miR-6792-3p"
"143411","ADAM28","hsa-miR-6749-3p"
"143412","ADAM28","hsa-miR-7111-3p"
"143413","ADAM28","hsa-miR-6780a-3p"
"143414","ADAM28","hsa-miR-6881-3p"
"143415","ADAM28","hsa-miR-378a-5p"
"143416","ADAM28","hsa-miR-1200"
"143417","ADAM28","hsa-miR-6868-3p"
"143418","ADAM28","hsa-miR-502-5p"
"143419","ADAM28","hsa-miR-4790-5p"
"143420","ADAM28","hsa-miR-4799-5p"
"143421","ADAM28","hsa-miR-513c-5p"
"143422","ADAM28","hsa-miR-515-5p"
"143423","ADAM28","hsa-miR-4279"
"143424","ADAM28","hsa-miR-4684-5p"
"143425","ADAM28","hsa-miR-3191-5p"
"143426","ADAM28","hsa-miR-4753-3p"
"143427","ADAM28","hsa-miR-4727-5p"
"143428","ADAM28","hsa-miR-6828-3p"
"143429","ADAM28","hsa-miR-6071"
"143430","ADAM28","hsa-miR-1299"
"143431","ADAM28","hsa-miR-516b-5p"
"143432","ADAM28","hsa-miR-5706"
"143433","ADAM28","hsa-miR-4314"
"143434","ADAM28","hsa-miR-526b-5p"
"143435","ADAM28","hsa-miR-6844"
"143436","ADAM28","hsa-miR-653-5p"
"143437","ADAM28","hsa-miR-488-3p"
"143438","ADAM28","hsa-miR-7158-3p"
"143439","ADAM28","hsa-miR-203b-3p"
"143440","ADAM28","hsa-miR-4452"
"143441","ADAM28","hsa-miR-580-3p"
"143442","ADAM28","hsa-miR-3915"
"143443","ADAM28","hsa-miR-1224-5p"
"143444","ADAM28","hsa-miR-4689"
"143445","ADAM28","hsa-miR-6765-5p"
"143446","ADAM28","hsa-miR-6834-5p"
"143447","ADAM28","hsa-miR-1226-5p"
"143448","ADAM28","hsa-miR-6734-5p"
"143449","ADAM28","hsa-miR-937-5p"
"143450","ADAM28","hsa-miR-627-5p"
"143451","ADAM28","hsa-miR-3161"
"143452","ADAM28","hsa-miR-7641"
"143453","ADAM28","hsa-miR-518a-5p"
"143454","ADAM28","hsa-miR-106a-3p"
"143455","ADAM28","hsa-miR-6811-5p"
"143456","ADAM28","hsa-miR-3064-3p"
"143457","ADAM28","hsa-miR-4639-5p"
"143458","ADAM28","hsa-miR-5089-3p"
"143459","ADAM28","hsa-miR-449c-3p"
"143460","ADAM28","hsa-miR-1273e"
"143461","ADAM28","hsa-miR-6079"
"143462","ADAM28","hsa-miR-5009-5p"
"143463","ADAM28","hsa-miR-4531"
"143464","ADAM28","hsa-miR-1270"
"143465","ADAM28","hsa-miR-6874-5p"
"143466","ADAM28","hsa-miR-1261"
"143467","ADAM28","hsa-miR-432-3p"
"143468","ADAM28","hsa-miR-328-3p"
"143469","ADAM28","hsa-miR-8057"
"143470","ADAM28","hsa-miR-647"
"143471","ADAM28","hsa-miR-3689a-3p"
"143472","ADAM28","hsa-miR-769-3p"
"143473","ADAM28","hsa-miR-6728-5p"
"143474","ADAM28","hsa-miR-5089-5p"
"143475","ADAM28","hsa-miR-2110"
"143476","ADAM28","hsa-miR-6810-5p"
"143477","ADAM28","hsa-miR-6751-5p"
"143478","ADAM28","hsa-miR-6736-5p"
"143479","ADAM28","hsa-miR-4507"
"143480","ADAM28","hsa-miR-6839-3p"
"143481","ADAM28","hsa-miR-150-3p"
"143482","ADAM28","hsa-miR-5587-5p"
"143483","ADAM28","hsa-miR-7855-5p"
"143484","ADAM28","hsa-miR-487b-5p"
"143485","ADAM28","hsa-miR-29b-2-5p"
"143486","ADAM28","hsa-miR-2054"
"143487","ADAM28","hsa-let-7c-3p"
"143488","ADAM28","hsa-let-7g-3p"
"143489","ADAM28","hsa-miR-493-5p"
"143490","ADAM28","hsa-miR-135b-3p"
"143491","ADAM28","hsa-miR-568"
"143492","ADAM28","hsa-miR-675-3p"
"143493","ADAM28","hsa-miR-3912-5p"
"143494","ADAM28","hsa-miR-511-5p"
"143495","ADAM28","hsa-miR-3611"
"143496","ADAM28","hsa-miR-8070"
"143497","ADAM28","hsa-miR-6833-5p"
"143498","ADAM28","hsa-miR-6796-5p"
"143499","ADAM28","hsa-miR-6759-5p"
"143500","ADAM28","hsa-miR-6818-5p"
"143501","ADAM28","hsa-miR-147a"
"143502","ADAM28","hsa-miR-7156-5p"
"143503","ADAM28","hsa-miR-4677-5p"
"143504","ADAM28","hsa-miR-3658"
"143505","ADAM28","hsa-miR-4477b"
"143506","ADAM28","hsa-miR-1303"
"143507","ADAM28","hsa-miR-8061"
"143508","ADAM28","hsa-miR-651-5p"
"143509","ADAM28","hsa-miR-3591-5p"
"143510","ADAM28","hsa-miR-6083"
"143511","ADAM28","hsa-miR-491-3p"
"143512","ADAM28","hsa-miR-607"
"143513","ADAM28","hsa-miR-498"
"143514","ADAM28","hsa-miR-3942-3p"
"143515","ADAM28","hsa-miR-3180-5p"
"143516","ADAM28","hsa-miR-587"
"143517","ADAM28","hsa-miR-3679-3p"
"143518","ADAM28","hsa-miR-4755-5p"
"143519","ADAM28","hsa-miR-3685"
"143520","ADAM28","hsa-miR-384"
"143521","ADAM28","hsa-miR-670-3p"
"143522","ADAM28","hsa-miR-3074-5p"
"143523","ADAM28","hsa-miR-7152-5p"
"143524","ADAM28","hsa-miR-7159-3p"
"143525","ADAM28","hsa-miR-629-3p"
"143526","ADAM28","hsa-miR-4768-5p"
"143527","ADAM28","hsa-miR-6809-3p"
"143528","ADAM28","hsa-miR-544a-3p"
"143529","ADAM28","hsa-miR-6738-3p"
"143530","ADAM28","hsa-miR-4743-3p"
"143531","ADAM28","hsa-miR-4652-3p"
"143532","ADAM28","hsa-miR-6875-3p"
"143533","ADAM28","hsa-miR-4659a-3p"
"143534","ADAM28","hsa-miR-510-3p"
"143535","ADAM28","hsa-miR-514a-3p"
"143536","ADAM28","hsa-miR-1304-5p"
"143537","ADAM28","hsa-miR-8081"
"143538","ADAM28","hsa-miR-599"
"143539","ADAM28","hsa-miR-6516-5p"
"143540","ADAM28","hsa-miR-6513-5p"
"143541","ADAM28","hsa-miR-3674"
"143542","ADAM28","hsa-miR-4646-3p"
"143543","ADAM28","hsa-miR-2355-3p"
"143544","ADAM28","hsa-miR-758-3p"
"143545","ADAM28","hsa-miR-6739-3p"
"143546","ADAM28","hsa-miR-552-5p"
"143547","ADAM28","hsa-miR-7856-5p"
"143548","ADAM28","hsa-miR-30a-3p"
"143549","ADAM28","hsa-miR-8055"
"143550","ADAM28","hsa-miR-450b-5p"
"143551","ADAM28","hsa-miR-507"
"143552","ADAM28","hsa-miR-3680-3p"
"143553","ADAM28","hsa-miR-6885-3p"
"143554","ADAM28","hsa-miR-5010-3p"
"143555","ADAM28","hsa-miR-2681-5p"
"143556","ADAM28","hsa-miR-335-3p"
"230567","AIM2","hsa-miR-338-3p"
"230568","AIM2","hsa-miR-944"
"230569","AIM2","hsa-miR-5683"
"230570","AIM2","hsa-miR-4418"
"230571","AIM2","hsa-miR-6502-3p"
"230572","AIM2","hsa-miR-6856-5p"
"230573","AIM2","hsa-miR-4715-5p"
"230574","AIM2","hsa-miR-5586-5p"
"230575","AIM2","hsa-miR-4778-5p"
"230576","AIM2","hsa-miR-5002-5p"
"230577","AIM2","hsa-miR-4275"
"230578","AIM2","hsa-miR-4530"
"230579","AIM2","hsa-miR-4735-5p"
"230580","AIM2","hsa-miR-4427"
"230581","AIM2","hsa-miR-5187-3p"
"230582","AIM2","hsa-miR-4680-3p"
"230583","AIM2","hsa-miR-3920"
"230584","AIM2","hsa-miR-29a-5p"
"230585","AIM2","hsa-miR-1184"
"230586","AIM2","hsa-miR-1267"
"230587","AIM2","hsa-miR-367-5p"
"230588","AIM2","hsa-miR-676-5p"
"230589","AIM2","hsa-miR-219b-3p"
"230590","AIM2","hsa-miR-219a-2-3p"
"230591","AIM2","hsa-miR-539-5p"
"230592","AIM2","hsa-miR-485-5p"
"230593","AIM2","hsa-miR-3145-3p"
"230594","AIM2","hsa-miR-4660"
"230595","AIM2","hsa-miR-6811-3p"
"230596","AIM2","hsa-miR-4999-5p"
"230597","AIM2","hsa-miR-185-5p"
"230598","AIM2","hsa-miR-5192"
"230599","AIM2","hsa-miR-8071"
"230600","AIM2","hsa-miR-6880-5p"
"230601","AIM2","hsa-miR-3165"
"230602","AIM2","hsa-miR-3684"
"230603","AIM2","hsa-miR-5701"
"230604","AIM2","hsa-miR-452-3p"
"230605","AIM2","hsa-miR-203b-3p"
"230606","AIM2","hsa-miR-4709-3p"
"230607","AIM2","hsa-miR-183-3p"
"230608","AIM2","hsa-miR-4452"
"230609","AIM2","hsa-miR-1301-3p"
"230610","AIM2","hsa-miR-8070"
"230611","AIM2","hsa-miR-325-3p"
"939429","C7","hsa-miR-9-5p"
"939430","C7","hsa-miR-155-5p"
"939431","C7","hsa-miR-375"
"939432","C7","hsa-miR-15a-5p"
"939433","C7","hsa-miR-203a-3p.1"
"939434","C7","hsa-miR-31-5p"
"939435","C7","hsa-miR-3064-5p"
"939436","C7","hsa-miR-203a-3p.2"
"939437","C7","hsa-miR-205-5p"
"939438","C7","hsa-miR-140-3p.2"
"939439","C7","hsa-miR-21-5p"
"939440","C7","hsa-miR-383-5p.1"
"939441","C7","hsa-miR-22-3p"
"939442","C7","hsa-miR-1-5p"
"939443","C7","hsa-miR-199a-5p"
"939444","C7","hsa-miR-181a-5p"
"939445","C7","hsa-miR-183-5p.2"
"939446","C7","hsa-miR-132-3p"
"939447","C7","hsa-miR-143-3p"
"939448","C7","hsa-miR-124-3p.1"
"939449","C7","hsa-miR-216a-5p"
"939450","C7","hsa-miR-216b-5p"
"939451","C7","hsa-miR-101-3p.1"
"939452","C7","hsa-miR-144-3p"
"939453","C7","hsa-miR-29a-3p"
"939454","C7","hsa-miR-130a-3p"
"939455","C7","hsa-miR-140-5p"
"939456","C7","hsa-miR-135a-5p"
"939457","C7","hsa-miR-455-5p"
"939458","C7","hsa-miR-128-3p"
"939459","C7","hsa-miR-140-3p.1"
"939460","C7","hsa-miR-125a-5p"
"939461","C7","hsa-miR-212-5p"
"939462","C7","hsa-let-7d-5p"
"939463","C7","hsa-miR-190a-5p"
"939464","C7","hsa-miR-103a-3p"
"939465","C7","hsa-miR-214-5p"
"939466","C7","hsa-miR-19a-3p"
"939467","C7","hsa-miR-101-3p.2"
"939468","C7","hsa-miR-142-3p.2"
"939469","C7","hsa-miR-26a-5p"
"939470","C7","hsa-miR-27a-3p"
"939471","C7","hsa-miR-145-5p"
"939472","C7","hsa-miR-204-5p"
"939473","C7","hsa-miR-202-5p"
"939474","C7","hsa-miR-96-5p"
"939475","C7","hsa-miR-548ac"
"939476","C7","hsa-miR-548ae-3p"
"939477","C7","hsa-miR-548c-3p"
"939478","C7","hsa-miR-548aa"
"939479","C7","hsa-miR-548as-3p"
"939480","C7","hsa-miR-548at-3p"
"939481","C7","hsa-miR-548ad-3p"
"939482","C7","hsa-miR-548a-3p"
"939483","C7","hsa-miR-5582-3p"
"939484","C7","hsa-miR-548az-5p"
"939485","C7","hsa-miR-4668-3p"
"939486","C7","hsa-miR-3662"
"939487","C7","hsa-miR-4282"
"939488","C7","hsa-miR-497-3p"
"939489","C7","hsa-miR-6771-3p"
"939490","C7","hsa-miR-3133"
"939491","C7","hsa-miR-186-5p"
"939492","C7","hsa-miR-4311"
"939493","C7","hsa-miR-583"
"939494","C7","hsa-miR-320a"
"939495","C7","hsa-miR-548an"
"939496","C7","hsa-miR-548l"
"939497","C7","hsa-miR-6507-3p"
"939498","C7","hsa-miR-3609"
"939499","C7","hsa-miR-5692a"
"939500","C7","hsa-miR-3646"
"939501","C7","hsa-miR-4694-3p"
"939502","C7","hsa-miR-522-3p"
"939503","C7","hsa-miR-3606-3p"
"939504","C7","hsa-miR-495-3p"
"939505","C7","hsa-miR-7-1-3p"
"939506","C7","hsa-miR-3591-3p"
"939507","C7","hsa-miR-4803"
"939508","C7","hsa-miR-543"
"939509","C7","hsa-miR-6776-3p"
"939510","C7","hsa-miR-1273d"
"939511","C7","hsa-miR-3150a-5p"
"939512","C7","hsa-miR-649"
"939513","C7","hsa-miR-3129-3p"
"939514","C7","hsa-miR-708-3p"
"939515","C7","hsa-miR-618"
"939516","C7","hsa-miR-548b-3p"
"939517","C7","hsa-miR-4511"
"939518","C7","hsa-miR-6507-5p"
"939519","C7","hsa-miR-4432"
"939520","C7","hsa-miR-4662b"
"939521","C7","hsa-miR-7109-3p"
"939522","C7","hsa-miR-651-3p"
"939523","C7","hsa-miR-6891-5p"
"939524","C7","hsa-miR-541-5p"
"939525","C7","hsa-miR-3714"
"939526","C7","hsa-miR-548ag"
"939527","C7","hsa-miR-3974"
"939528","C7","hsa-miR-595"
"939529","C7","hsa-miR-1277-5p"
"939530","C7","hsa-miR-34a-3p"
"939531","C7","hsa-miR-500a-5p"
"939532","C7","hsa-miR-580-5p"
"939533","C7","hsa-miR-5700"
"939534","C7","hsa-miR-4506"
"939535","C7","hsa-miR-513b-3p"
"939536","C7","hsa-miR-8066"
"939537","C7","hsa-miR-944"
"939538","C7","hsa-miR-5571-5p"
"939539","C7","hsa-miR-590-3p"
"939540","C7","hsa-miR-6882-5p"
"939541","C7","hsa-miR-4731-3p"
"939542","C7","hsa-miR-4789-3p"
"939543","C7","hsa-miR-4643"
"939544","C7","hsa-miR-6757-3p"
"939545","C7","hsa-miR-4797-5p"
"939546","C7","hsa-miR-5683"
"939547","C7","hsa-miR-4700-3p"
"939548","C7","hsa-miR-323a-3p"
"939549","C7","hsa-miR-1255b-2-3p"
"939550","C7","hsa-miR-634"
"939551","C7","hsa-miR-1911-3p"
"939552","C7","hsa-miR-6753-5p"
"939553","C7","hsa-miR-7153-3p"
"939554","C7","hsa-miR-1295b-5p"
"939555","C7","hsa-miR-3130-5p"
"939556","C7","hsa-miR-5195-5p"
"939557","C7","hsa-miR-619-3p"
"939558","C7","hsa-miR-7851-3p"
"939559","C7","hsa-miR-3200-3p"
"939560","C7","hsa-miR-6813-3p"
"939561","C7","hsa-miR-4681"
"939562","C7","hsa-miR-28-3p"
"939563","C7","hsa-miR-4661-5p"
"939564","C7","hsa-miR-512-5p"
"939565","C7","hsa-miR-510-5p"
"939566","C7","hsa-miR-514a-5p"
"939567","C7","hsa-miR-3664-5p"
"939568","C7","hsa-miR-888-3p"
"939569","C7","hsa-miR-5003-3p"
"939570","C7","hsa-miR-5680"
"939571","C7","hsa-miR-4773"
"939572","C7","hsa-miR-5197-3p"
"939573","C7","hsa-miR-4524b-3p"
"939574","C7","hsa-miR-4499"
"939575","C7","hsa-miR-3925-5p"
"939576","C7","hsa-miR-3123"
"939577","C7","hsa-miR-3125"
"939578","C7","hsa-miR-5586-3p"
"939579","C7","hsa-miR-7161-3p"
"939580","C7","hsa-miR-3908"
"939581","C7","hsa-miR-6510-5p"
"939582","C7","hsa-miR-4274"
"939583","C7","hsa-miR-4519"
"939584","C7","hsa-miR-1179"
"939585","C7","hsa-miR-6858-3p"
"939586","C7","hsa-miR-4676-5p"
"939587","C7","hsa-miR-4323"
"939588","C7","hsa-miR-6769a-3p"
"939589","C7","hsa-miR-4687-5p"
"939590","C7","hsa-miR-6819-3p"
"939591","C7","hsa-miR-3614-3p"
"939592","C7","hsa-miR-4496"
"939593","C7","hsa-miR-3914"
"939594","C7","hsa-miR-6876-5p"
"939595","C7","hsa-miR-1197"
"939596","C7","hsa-miR-6888-5p"
"939597","C7","hsa-miR-4695-5p"
"939598","C7","hsa-miR-2392"
"939599","C7","hsa-miR-1265"
"939600","C7","hsa-miR-5582-5p"
"939601","C7","hsa-miR-940"
"939602","C7","hsa-miR-1245b-5p"
"939603","C7","hsa-miR-4419b"
"939604","C7","hsa-miR-5584-5p"
"939605","C7","hsa-miR-6822-5p"
"939606","C7","hsa-miR-9500"
"939607","C7","hsa-miR-6760-5p"
"939608","C7","hsa-miR-4436b-3p"
"939609","C7","hsa-miR-4761-3p"
"939610","C7","hsa-miR-6895-5p"
"939611","C7","hsa-miR-3158-3p"
"939612","C7","hsa-miR-4688"
"939613","C7","hsa-miR-6813-5p"
"939614","C7","hsa-miR-6805-5p"
"939615","C7","hsa-miR-6755-5p"
"939616","C7","hsa-miR-1178-5p"
"939617","C7","hsa-miR-1182"
"939618","C7","hsa-miR-6831-5p"
"939619","C7","hsa-miR-4678"
"939620","C7","hsa-miR-3174"
"939621","C7","hsa-miR-1245a"
"939622","C7","hsa-miR-8062"
"939623","C7","hsa-miR-371b-3p"
"939624","C7","hsa-miR-6718-5p"
"939625","C7","hsa-miR-4255"
"939626","C7","hsa-miR-101-5p"
"939627","C7","hsa-miR-5000-5p"
"939628","C7","hsa-miR-148b-5p"
"939629","C7","hsa-miR-3163"
"939630","C7","hsa-miR-369-3p"
"939631","C7","hsa-miR-5692b"
"939632","C7","hsa-miR-7705"
"939633","C7","hsa-miR-1295b-3p"
"939634","C7","hsa-miR-135a-3p"
"939635","C7","hsa-miR-656-3p"
"939636","C7","hsa-miR-154-3p"
"939637","C7","hsa-miR-2681-3p"
"939638","C7","hsa-miR-96-3p"
"939639","C7","hsa-miR-382-3p"
"939640","C7","hsa-miR-5092"
"939641","C7","hsa-miR-362-5p"
"939642","C7","hsa-miR-501-5p"
"939643","C7","hsa-miR-3675-3p"
"939644","C7","hsa-miR-3200-5p"
"939645","C7","hsa-miR-4686"
"939646","C7","hsa-miR-200a-5p"
"939647","C7","hsa-miR-141-5p"
"939648","C7","hsa-miR-1272"
"939649","C7","hsa-miR-1322"
"939650","C7","hsa-miR-501-3p"
"939651","C7","hsa-miR-4728-3p"
"939652","C7","hsa-miR-3688-3p"
"939653","C7","hsa-miR-1246"
"939654","C7","hsa-miR-889-5p"
"939655","C7","hsa-miR-3675-5p"
"939656","C7","hsa-miR-218-2-3p"
"939657","C7","hsa-miR-654-3p"
"939658","C7","hsa-miR-4501"
"939659","C7","hsa-miR-511-3p"
"939660","C7","hsa-miR-4307"
"939661","C7","hsa-miR-126-5p"
"939662","C7","hsa-miR-892c-5p"
"939663","C7","hsa-miR-3938"
"939664","C7","hsa-miR-4778-5p"
"939665","C7","hsa-miR-4461"
"939666","C7","hsa-miR-4699-3p"
"939667","C7","hsa-miR-205-3p"
"939668","C7","hsa-miR-5002-5p"
"939669","C7","hsa-miR-3613-3p"
"939670","C7","hsa-miR-1323"
"939671","C7","hsa-miR-6715a-3p"
"939672","C7","hsa-miR-330-3p"
"939673","C7","hsa-miR-3973"
"939674","C7","hsa-miR-520g-3p"
"939675","C7","hsa-miR-105-5p"
"939676","C7","hsa-miR-3065-5p"
"939677","C7","hsa-miR-4714-3p"
"939678","C7","hsa-miR-6830-5p"
"939679","C7","hsa-miR-3922-5p"
"939680","C7","hsa-miR-4761-5p"
"939681","C7","hsa-miR-95-5p"
"939682","C7","hsa-miR-4705"
"939683","C7","hsa-miR-4275"
"939684","C7","hsa-miR-4719"
"939685","C7","hsa-miR-4457"
"939686","C7","hsa-miR-125b-2-3p"
"939687","C7","hsa-miR-216b-3p"
"939688","C7","hsa-miR-1226-3p"
"939689","C7","hsa-miR-6865-3p"
"939690","C7","hsa-miR-3622a-3p"
"939691","C7","hsa-miR-6765-3p"
"939692","C7","hsa-miR-6890-3p"
"939693","C7","hsa-miR-3614-5p"
"939694","C7","hsa-miR-6500-3p"
"939695","C7","hsa-miR-589-3p"
"939696","C7","hsa-miR-1324"
"939697","C7","hsa-miR-4494"
"939698","C7","hsa-miR-3919"
"939699","C7","hsa-miR-4756-3p"
"939700","C7","hsa-miR-1245b-3p"
"939701","C7","hsa-miR-10b-3p"
"939702","C7","hsa-miR-545-3p"
"939703","C7","hsa-miR-3065-3p"
"939704","C7","hsa-miR-383-3p"
"939705","C7","hsa-miR-3619-5p"
"939706","C7","hsa-miR-5685"
"939707","C7","hsa-miR-4768-3p"
"939708","C7","hsa-miR-4459"
"939709","C7","hsa-miR-4433a-3p"
"939710","C7","hsa-miR-4742-5p"
"939711","C7","hsa-miR-6715b-5p"
"939712","C7","hsa-miR-4514"
"939713","C7","hsa-miR-4650-5p"
"939714","C7","hsa-miR-3937"
"939715","C7","hsa-miR-211-3p"
"939716","C7","hsa-miR-4441"
"939717","C7","hsa-miR-3918"
"939718","C7","hsa-miR-6823-5p"
"939719","C7","hsa-miR-16-1-3p"
"939720","C7","hsa-miR-4704-3p"
"939721","C7","hsa-miR-1910-5p"
"939722","C7","hsa-miR-5693"
"939723","C7","hsa-miR-194-3p"
"939724","C7","hsa-miR-935"
"939725","C7","hsa-miR-584-3p"
"939726","C7","hsa-miR-4277"
"939727","C7","hsa-miR-5196-3p"
"939728","C7","hsa-miR-4793-5p"
"939729","C7","hsa-miR-8060"
"939730","C7","hsa-miR-490-5p"
"939731","C7","hsa-miR-3607-5p"
"939732","C7","hsa-miR-4528"
"939733","C7","hsa-miR-4289"
"939734","C7","hsa-miR-4729"
"939735","C7","hsa-miR-1250-3p"
"939736","C7","hsa-miR-153-5p"
"939737","C7","hsa-miR-1273g-3p"
"939738","C7","hsa-miR-4530"
"939739","C7","hsa-miR-6849-3p"
"939740","C7","hsa-miR-665"
"939741","C7","hsa-miR-4673"
"939742","C7","hsa-miR-7113-5p"
"939743","C7","hsa-miR-6837-5p"
"939744","C7","hsa-miR-1825"
"939745","C7","hsa-miR-6884-3p"
"939746","C7","hsa-miR-186-3p"
"939747","C7","hsa-miR-6840-3p"
"939748","C7","hsa-miR-4726-3p"
"939749","C7","hsa-miR-4286"
"939750","C7","hsa-miR-6801-3p"
"939751","C7","hsa-miR-3127-3p"
"939752","C7","hsa-miR-3162-3p"
"939753","C7","hsa-miR-4667-3p"
"939754","C7","hsa-miR-6892-3p"
"939755","C7","hsa-miR-2276-5p"
"939756","C7","hsa-miR-345-3p"
"939757","C7","hsa-miR-4732-3p"
"939758","C7","hsa-miR-6752-3p"
"939759","C7","hsa-miR-5088-3p"
"939760","C7","hsa-miR-6832-3p"
"939761","C7","hsa-miR-6784-5p"
"939762","C7","hsa-miR-3927-5p"
"939763","C7","hsa-miR-6072"
"939764","C7","hsa-miR-5193"
"939765","C7","hsa-miR-4723-3p"
"939766","C7","hsa-miR-877-3p"
"939767","C7","hsa-miR-3140-5p"
"939768","C7","hsa-miR-544b"
"939769","C7","hsa-miR-4722-3p"
"939770","C7","hsa-miR-6747-3p"
"939771","C7","hsa-miR-370-3p"
"939772","C7","hsa-miR-939-3p"
"939773","C7","hsa-miR-1914-5p"
"939774","C7","hsa-miR-6734-3p"
"939775","C7","hsa-miR-3667-3p"
"939776","C7","hsa-miR-1237-3p"
"939777","C7","hsa-miR-1248"
"939778","C7","hsa-miR-6841-3p"
"939779","C7","hsa-miR-1915-5p"
"939780","C7","hsa-miR-4315"
"939781","C7","hsa-miR-4787-5p"
"939782","C7","hsa-miR-1204"
"939783","C7","hsa-miR-4735-5p"
"939784","C7","hsa-miR-138-1-3p"
"939785","C7","hsa-miR-520g-5p"
"939786","C7","hsa-miR-645"
"939787","C7","hsa-miR-554"
"939788","C7","hsa-miR-6080"
"939789","C7","hsa-miR-26a-1-3p"
"939790","C7","hsa-miR-138-2-3p"
"939791","C7","hsa-miR-616-5p"
"939792","C7","hsa-miR-371a-5p"
"939793","C7","hsa-miR-372-5p"
"939794","C7","hsa-miR-342-3p"
"939795","C7","hsa-miR-4330"
